trial_id,scenario,traffic_multiplier,corridor,vehicle_id,vehicle_name,battery_capacity,efficiency,start_soc,time_mode,traffic_level,route_length,greedy_success,greedy_trip_time,greedy_charging_cost,greedy_stops,greedy_distance,greedy_status,cheapest_success,cheapest_trip_time,cheapest_charging_cost,cheapest_stops,cheapest_distance,cheapest_status,fastest_success,fastest_trip_time,fastest_charging_cost,fastest_stops,fastest_distance,fastest_status,smart_success,smart_trip_time,smart_charging_cost,smart_stops,smart_distance,smart_status,ml_smart_success,ml_smart_trip_time,ml_smart_charging_cost,ml_smart_stops,ml_smart_distance,ml_smart_status,ablation_dist_success,ablation_dist_trip_time,ablation_dist_charging_cost,ablation_dist_stops,ablation_dist_distance,ablation_dist_status,ablation_dist_traffic_success,ablation_dist_traffic_trip_time,ablation_dist_traffic_charging_cost,ablation_dist_traffic_stops,ablation_dist_traffic_distance,ablation_dist_traffic_status,ablation_dist_traffic_price_success,ablation_dist_traffic_price_trip_time,ablation_dist_traffic_price_charging_cost,ablation_dist_traffic_price_stops,ablation_dist_traffic_price_distance,ablation_dist_traffic_price_status
1084,Normal,1.0,Delhi-Mumbai,kia_ev6,Kia EV6,77.4,5.6,85.4,night,9,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1085,Normal,1.0,Delhi-Mumbai,citroen_ec3,Citroën eC3,29.2,6.5,70.9,peak,5,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1086,Normal,1.0,Delhi-Mumbai,citroen_ec3,Citroën eC3,29.2,6.5,86.1,normal,1,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1087,Normal,1.0,Delhi-Mumbai,mahindra_xuv400,Mahindra XUV400,39.4,5.3,79.3,night,8,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1088,Normal,1.0,Delhi-Mumbai,mercedes_eqa,Mercedes EQA,66.5,4.8,89.3,night,10,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1089,Normal,1.0,Delhi-Mumbai,bmw_ix1,BMW iX1,66.5,5.0,83.4,night,6,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1090,Normal,1.0,Delhi-Mumbai,tata_nexon,Tata Nexon EV Max,40.5,5.5,72.8,night,8,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1091,Normal,1.0,Delhi-Mumbai,byd_atto3,BYD Atto 3,60.48,5.4,70.7,peak,4,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1092,Normal,1.0,Delhi-Mumbai,tata_nexon,Tata Nexon EV Max,40.5,5.5,73.6,peak,2,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1093,Normal,1.0,Delhi-Mumbai,mahindra_xuv400,Mahindra XUV400,39.4,5.3,83.1,normal,5,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1094,Normal,1.0,Delhi-Mumbai,kia_ev6,Kia EV6,77.4,5.6,75.5,peak,5,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1095,Normal,1.0,Delhi-Mumbai,bmw_ix1,BMW iX1,66.5,5.0,81.7,peak,2,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1096,Normal,1.0,Delhi-Mumbai,citroen_ec3,Citroën eC3,29.2,6.5,86.0,normal,3,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1097,Normal,1.0,Delhi-Mumbai,citroen_ec3,Citroën eC3,29.2,6.5,76.7,peak,6,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1098,Normal,1.0,Delhi-Mumbai,tata_punch,Tata Punch EV,35.0,6.0,71.4,night,9,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1099,Normal,1.0,Delhi-Mumbai,hyundai_ioniq,Hyundai Ioniq 5,72.6,5.8,83.3,night,10,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1100,Normal,1.0,Delhi-Mumbai,mercedes_eqa,Mercedes EQA,66.5,4.8,89.2,normal,2,1338.5,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1101,Normal,1.0,Hyderabad-Bangalore,bmw_ix1,BMW iX1,66.5,5.0,82.2,peak,7,566.7,1,724.0,1139.0,4.0,604.5856916388587,ok,1,688.0,1077.0,3.0,586.3459198803836,ok,1,728.0,1135.0,4.0,610.6172925572547,ok,1,688.0,1056.0,3.0,586.3459198803836,ok,1,688.0,1056.0,3.0,586.3459198803836,ok,1,688.0,1056.0,3.0,586.3459198803836,ok,1,688.0,1056.0,3.0,586.3459198803836,ok,1,688.0,1056.0,3.0,586.3459198803836,ok
1102,Normal,1.0,Hyderabad-Bangalore,mahindra_xuv400,Mahindra XUV400,39.4,5.3,85.7,peak,1,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1103,Normal,1.0,Hyderabad-Bangalore,bmw_ix1,BMW iX1,66.5,5.0,85.4,peak,3,566.7,1,614.0,1101.0,4.0,604.5856916388587,ok,1,582.0,1047.0,3.0,586.3459198803836,ok,1,582.0,1052.0,3.0,586.3459198803836,ok,1,562.0,985.0,2.0,571.6246346148133,ok,1,562.0,985.0,2.0,571.6246346148133,ok,1,562.0,985.0,2.0,571.6246346148133,ok,1,562.0,985.0,2.0,571.6246346148133,ok,1,562.0,985.0,2.0,571.6246346148133,ok
1104,Normal,1.0,Hyderabad-Bangalore,mg_zs,MG ZS EV,50.3,5.2,75.9,peak,1,566.7,1,746.0,1695.0,6.0,663.6107085754427,ok,1,714.0,1630.0,5.0,645.3709368169675,ok,1,724.0,1691.0,5.0,655.081702304742,ok,1,684.0,1598.0,4.0,630.8103296278708,ok,1,684.0,1598.0,4.0,630.8103296278708,ok,1,684.0,1598.0,4.0,630.8103296278708,ok,1,684.0,1598.0,4.0,630.8103296278708,ok,1,684.0,1598.0,4.0,630.8103296278708,ok
1105,Normal,1.0,Hyderabad-Bangalore,mercedes_eqa,Mercedes EQA,66.5,4.8,85.7,night,3,566.7,1,584.0,1145.0,4.0,604.5856916388587,ok,1,552.0,1088.0,3.0,586.3459198803836,ok,1,552.0,1103.0,3.0,586.3459198803836,ok,1,550.0,1067.0,3.0,586.3459198803836,ok,1,550.0,1067.0,3.0,586.3459198803836,ok,1,550.0,1067.0,3.0,586.3459198803836,ok,1,550.0,1067.0,3.0,586.3459198803836,ok,1,550.0,1067.0,3.0,586.3459198803836,ok
1106,Normal,1.0,Hyderabad-Bangalore,mercedes_eqa,Mercedes EQA,66.5,4.8,85.6,peak,7,566.7,1,650.0,1146.0,4.0,604.5856916388587,ok,1,618.0,1089.0,3.0,586.3459198803836,ok,1,618.0,1103.0,3.0,586.3459198803836,ok,1,618.0,1068.0,3.0,586.3459198803836,ok,1,618.0,1068.0,3.0,586.3459198803836,ok,1,618.0,1068.0,3.0,586.3459198803836,ok,1,618.0,1068.0,3.0,586.3459198803836,ok,1,618.0,1068.0,3.0,586.3459198803836,ok
1107,Normal,1.0,Hyderabad-Bangalore,mahindra_xuv400,Mahindra XUV400,39.4,5.3,86.1,night,10,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1108,Normal,1.0,Hyderabad-Bangalore,kia_ev6,Kia EV6,77.4,5.6,83.9,normal,10,566.7,1,632.0,986.0,4.0,604.5856916388587,ok,1,542.0,901.0,2.0,571.6246346148133,ok,1,544.0,913.0,2.0,571.6246346148133,ok,1,542.0,882.0,2.0,571.6246346148133,ok,1,542.0,882.0,2.0,571.6246346148133,ok,1,542.0,882.0,2.0,571.6246346148133,ok,1,542.0,882.0,2.0,571.6246346148133,ok,1,542.0,882.0,2.0,571.6246346148133,ok
1109,Normal,1.0,Hyderabad-Bangalore,mahindra_xuv400,Mahindra XUV400,39.4,5.3,87.0,normal,4,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1110,Normal,1.0,Hyderabad-Bangalore,byd_atto3,BYD Atto 3,60.48,5.4,82.3,peak,9,566.7,1,888.0,1054.0,4.0,604.5856916388587,ok,1,770.0,996.0,3.0,586.3459198803836,ok,1,896.0,1049.0,4.0,610.6172925572547,ok,1,770.0,977.0,3.0,586.3459198803836,ok,1,770.0,977.0,3.0,586.3459198803836,ok,1,770.0,977.0,3.0,586.3459198803836,ok,1,770.0,977.0,3.0,586.3459198803836,ok,1,770.0,977.0,3.0,586.3459198803836,ok
1111,Normal,1.0,Hyderabad-Bangalore,tata_nexon,Tata Nexon EV Max,40.5,5.5,83.1,night,3,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1112,Normal,1.0,Hyderabad-Bangalore,mg_zs,MG ZS EV,50.3,5.2,82.9,normal,10,566.7,1,726.0,1628.0,5.0,649.050101386346,ok,1,692.0,1568.0,4.0,630.8103296278708,ok,1,732.0,1623.0,5.0,655.081702304742,ok,1,690.0,1548.0,4.0,630.8103296278708,ok,1,690.0,1548.0,4.0,630.8103296278708,ok,1,690.0,1548.0,4.0,630.8103296278708,ok,1,690.0,1548.0,4.0,630.8103296278708,ok,1,690.0,1548.0,4.0,630.8103296278708,ok
1113,Normal,1.0,Hyderabad-Bangalore,mg_zs,MG ZS EV,50.3,5.2,71.3,night,2,566.7,1,752.0,1722.0,6.0,663.6107085754427,ok,1,720.0,1657.0,5.0,645.3709368169675,ok,1,726.0,1734.0,5.0,655.081702304742,ok,1,686.0,1630.0,4.0,630.8103296278708,ok,1,686.0,1630.0,4.0,630.8103296278708,ok,1,686.0,1630.0,4.0,630.8103296278708,ok,1,686.0,1630.0,4.0,630.8103296278708,ok,1,686.0,1630.0,4.0,630.8103296278708,ok
1114,Normal,1.0,Hyderabad-Bangalore,mahindra_xuv400,Mahindra XUV400,39.4,5.3,76.0,normal,2,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1115,Normal,1.0,Hyderabad-Bangalore,bmw_ix1,BMW iX1,66.5,5.0,79.6,peak,9,566.7,1,846.0,1185.0,5.0,619.1462988279555,ok,1,782.0,1118.0,4.0,600.9065270694803,ok,1,788.0,1167.0,4.0,610.6172925572547,ok,1,736.0,1080.0,3.0,586.3459198803836,ok,1,736.0,1080.0,3.0,586.3459198803836,ok,1,736.0,1080.0,3.0,586.3459198803836,ok,1,736.0,1080.0,3.0,586.3459198803836,ok,1,736.0,1080.0,3.0,586.3459198803836,ok
1116,Normal,1.0,Hyderabad-Bangalore,bmw_ix1,BMW iX1,66.5,5.0,88.3,night,2,566.7,1,548.0,1045.0,3.0,586.3459198803836,ok,1,526.0,978.0,2.0,571.6246346148133,ok,1,546.0,1033.0,3.0,586.3459198803836,ok,1,526.0,958.0,2.0,571.6246346148133,ok,1,526.0,958.0,2.0,571.6246346148133,ok,1,526.0,958.0,2.0,571.6246346148133,ok,1,526.0,958.0,2.0,571.6246346148133,ok,1,526.0,958.0,2.0,571.6246346148133,ok
1117,Normal,1.0,Hyderabad-Bangalore,tata_nexon,Tata Nexon EV Max,40.5,5.5,74.4,peak,7,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1118,Normal,1.0,Hyderabad-Bangalore,mercedes_eqa,Mercedes EQA,66.5,4.8,73.4,night,10,566.7,1,624.0,1283.0,5.0,619.1462988279555,ok,1,594.0,1212.0,4.0,600.9065270694803,ok,1,594.0,1292.0,4.0,610.6172925572547,ok,1,556.0,1182.0,3.0,586.3459198803836,ok,1,556.0,1182.0,3.0,586.3459198803836,ok,1,556.0,1182.0,3.0,586.3459198803836,ok,1,556.0,1182.0,3.0,586.3459198803836,ok,1,556.0,1182.0,3.0,586.3459198803836,ok
1119,Normal,1.0,Hyderabad-Bangalore,hyundai_ioniq,Hyundai Ioniq 5,72.6,5.8,74.3,peak,7,566.7,1,846.0,1067.0,5.0,619.1462988279555,ok,1,732.0,974.0,3.0,586.18524180391,ok,1,656.0,1044.0,3.0,595.8960072916846,ok,1,612.0,950.0,2.0,571.6246346148133,ok,1,612.0,950.0,2.0,571.6246346148133,ok,1,612.0,950.0,2.0,571.6246346148133,ok,1,612.0,950.0,2.0,571.6246346148133,ok,1,612.0,950.0,2.0,571.6246346148133,ok
1120,Normal,1.0,Hyderabad-Bangalore,hyundai_ioniq,Hyundai Ioniq 5,72.6,5.8,77.0,normal,8,566.7,1,606.0,1044.0,5.0,619.1462988279555,ok,1,556.0,951.0,3.0,586.18524180391,ok,1,574.0,1020.0,4.0,604.5856916388587,ok,1,526.0,923.0,2.0,571.6246346148133,ok,1,526.0,923.0,2.0,571.6246346148133,ok,1,526.0,923.0,2.0,571.6246346148133,ok,1,526.0,923.0,2.0,571.6246346148133,ok,1,526.0,923.0,2.0,571.6246346148133,ok
1121,Normal,1.0,Hyderabad-Bangalore,tata_nexon,Tata Nexon EV Max,40.5,5.5,82.7,night,9,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1122,Normal,1.0,Hyderabad-Bangalore,hyundai_ioniq,Hyundai Ioniq 5,72.6,5.8,80.8,peak,6,566.7,1,620.0,1010.0,5.0,619.1462988279555,ok,1,570.0,917.0,3.0,586.18524180391,ok,1,590.0,990.0,4.0,610.6172925572547,ok,1,530.0,884.0,2.0,571.6246346148133,ok,1,530.0,884.0,2.0,571.6246346148133,ok,1,530.0,884.0,2.0,571.6246346148133,ok,1,530.0,884.0,2.0,571.6246346148133,ok,1,530.0,884.0,2.0,571.6246346148133,ok
1123,Normal,1.0,Hyderabad-Bangalore,mg_zs,MG ZS EV,50.3,5.2,76.9,normal,10,566.7,1,792.0,1689.0,6.0,663.6107085754427,ok,1,760.0,1624.0,5.0,645.3709368169675,ok,1,770.0,1681.0,5.0,655.081702304742,ok,1,730.0,1591.0,4.0,630.8103296278708,ok,1,730.0,1591.0,4.0,630.8103296278708,ok,1,730.0,1591.0,4.0,630.8103296278708,ok,1,730.0,1591.0,4.0,630.8103296278708,ok,1,730.0,1591.0,4.0,630.8103296278708,ok
1124,Normal,1.0,Hyderabad-Bangalore,mercedes_eqa,Mercedes EQA,66.5,4.8,82.4,peak,1,566.7,1,594.0,1185.0,4.0,604.5856916388587,ok,1,562.0,1120.0,3.0,586.3459198803836,ok,1,602.0,1179.0,4.0,610.6172925572547,ok,1,562.0,1098.0,3.0,586.3459198803836,ok,1,562.0,1098.0,3.0,586.3459198803836,ok,1,562.0,1098.0,3.0,586.3459198803836,ok,1,562.0,1098.0,3.0,586.3459198803836,ok,1,562.0,1098.0,3.0,586.3459198803836,ok
1125,Normal,1.0,Hyderabad-Bangalore,tata_punch,Tata Punch EV,35.0,6.0,78.2,normal,5,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1126,Normal,1.0,Hyderabad-Bangalore,mahindra_xuv400,Mahindra XUV400,39.4,5.3,87.5,peak,3,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1127,Normal,1.0,Hyderabad-Bangalore,bmw_ix1,BMW iX1,66.5,5.0,73.8,night,1,566.7,1,620.0,1231.0,5.0,619.1462988279555,ok,1,588.0,1164.0,4.0,600.9065270694803,ok,1,588.0,1241.0,4.0,610.6172925572547,ok,1,552.0,1134.0,3.0,586.3459198803836,ok,1,552.0,1134.0,3.0,586.3459198803836,ok,1,552.0,1134.0,3.0,586.3459198803836,ok,1,552.0,1134.0,3.0,586.3459198803836,ok,1,552.0,1134.0,3.0,586.3459198803836,ok
1128,Normal,1.0,Hyderabad-Bangalore,citroen_ec3,Citroën eC3,29.2,6.5,85.8,normal,1,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1129,Normal,1.0,Hyderabad-Bangalore,kia_ev6,Kia EV6,77.4,5.6,85.3,normal,8,566.7,1,598.0,944.0,3.0,586.3459198803836,ok,1,560.0,885.0,2.0,571.6246346148133,ok,1,560.0,897.0,2.0,571.6246346148133,ok,1,558.0,867.0,2.0,571.6246346148133,ok,1,558.0,867.0,2.0,571.6246346148133,ok,1,558.0,867.0,2.0,571.6246346148133,ok,1,558.0,867.0,2.0,571.6246346148133,ok,1,558.0,867.0,2.0,571.6246346148133,ok
1130,Normal,1.0,Hyderabad-Bangalore,tata_punch,Tata Punch EV,35.0,6.0,71.0,peak,5,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1131,Normal,1.0,Hyderabad-Bangalore,mahindra_xuv400,Mahindra XUV400,39.4,5.3,87.4,normal,6,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1132,Normal,1.0,Hyderabad-Bangalore,kia_ev6,Kia EV6,77.4,5.6,83.7,peak,6,566.7,1,688.0,988.0,4.0,604.5856916388587,ok,1,596.0,903.0,2.0,571.6246346148133,ok,1,654.0,951.0,3.0,586.3459198803836,ok,1,594.0,884.0,2.0,571.6246346148133,ok,1,594.0,884.0,2.0,571.6246346148133,ok,1,594.0,884.0,2.0,571.6246346148133,ok,1,594.0,884.0,2.0,571.6246346148133,ok,1,594.0,884.0,2.0,571.6246346148133,ok
1133,Normal,1.0,Hyderabad-Bangalore,tata_punch,Tata Punch EV,35.0,6.0,88.6,peak,4,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1134,Normal,1.0,Hyderabad-Bangalore,byd_atto3,BYD Atto 3,60.48,5.4,72.0,normal,9,566.7,1,638.0,1151.0,5.0,619.1462988279555,ok,1,606.0,1089.0,4.0,600.9065270694803,ok,1,610.0,1167.0,4.0,610.6172925572547,ok,1,570.0,1064.0,3.0,586.3459198803836,ok,1,570.0,1064.0,3.0,586.3459198803836,ok,1,570.0,1064.0,3.0,586.3459198803836,ok,1,570.0,1064.0,3.0,586.3459198803836,ok,1,570.0,1064.0,3.0,586.3459198803836,ok
1135,Normal,1.0,Hyderabad-Bangalore,kia_ev6,Kia EV6,77.4,5.6,72.2,peak,2,566.7,1,622.0,1126.0,5.0,619.1462988279555,ok,1,568.0,1030.0,3.0,586.18524180391,ok,1,586.0,1151.0,4.0,610.6172925572547,ok,1,530.0,1009.0,2.0,571.6246346148133,ok,1,530.0,1009.0,2.0,571.6246346148133,ok,1,530.0,1009.0,2.0,571.6246346148133,ok,1,530.0,1009.0,2.0,571.6246346148133,ok,1,530.0,1009.0,2.0,571.6246346148133,ok
1136,Normal,1.0,Hyderabad-Bangalore,hyundai_ioniq,Hyundai Ioniq 5,72.6,5.8,74.8,night,9,566.7,1,610.0,1063.0,5.0,619.1462988279555,ok,1,560.0,970.0,3.0,586.18524180391,ok,1,582.0,1073.0,4.0,610.6172925572547,ok,1,526.0,945.0,2.0,571.6246346148133,ok,1,526.0,945.0,2.0,571.6246346148133,ok,1,526.0,945.0,2.0,571.6246346148133,ok,1,526.0,945.0,2.0,571.6246346148133,ok,1,526.0,945.0,2.0,571.6246346148133,ok
1137,Normal,1.0,Hyderabad-Bangalore,mahindra_xuv400,Mahindra XUV400,39.4,5.3,73.7,night,2,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1138,Normal,1.0,Hyderabad-Bangalore,citroen_ec3,Citroën eC3,29.2,6.5,73.8,peak,7,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1139,Normal,1.0,Hyderabad-Bangalore,citroen_ec3,Citroën eC3,29.2,6.5,74.6,normal,9,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1140,Normal,1.0,Hyderabad-Bangalore,mercedes_eqa,Mercedes EQA,66.5,4.8,85.0,night,10,566.7,1,584.0,1153.0,4.0,604.5856916388587,ok,1,552.0,1095.0,3.0,586.3459198803836,ok,1,552.0,1109.0,3.0,586.3459198803836,ok,1,552.0,1074.0,3.0,586.3459198803836,ok,1,552.0,1074.0,3.0,586.3459198803836,ok,1,552.0,1074.0,3.0,586.3459198803836,ok,1,552.0,1074.0,3.0,586.3459198803836,ok,1,552.0,1074.0,3.0,586.3459198803836,ok
1141,Normal,1.0,Hyderabad-Bangalore,tata_nexon,Tata Nexon EV Max,40.5,5.5,73.6,normal,8,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1142,Normal,1.0,Hyderabad-Bangalore,mercedes_eqa,Mercedes EQA,66.5,4.8,80.6,peak,6,566.7,1,692.0,1226.0,5.0,619.1462988279555,ok,1,660.0,1155.0,4.0,600.9065270694803,ok,1,596.0,1202.0,4.0,610.6172925572547,ok,1,556.0,1115.0,3.0,586.3459198803836,ok,1,556.0,1115.0,3.0,586.3459198803836,ok,1,556.0,1115.0,3.0,586.3459198803836,ok,1,556.0,1115.0,3.0,586.3459198803836,ok,1,556.0,1115.0,3.0,586.3459198803836,ok
1143,Normal,1.0,Hyderabad-Bangalore,citroen_ec3,Citroën eC3,29.2,6.5,86.7,normal,5,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1144,Normal,1.0,Hyderabad-Bangalore,mahindra_xuv400,Mahindra XUV400,39.4,5.3,81.7,normal,6,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1145,Normal,1.0,Hyderabad-Bangalore,mercedes_eqa,Mercedes EQA,66.5,4.8,71.6,normal,9,566.7,1,654.0,1297.0,5.0,619.1462988279555,ok,1,624.0,1226.0,4.0,600.9065270694803,ok,1,622.0,1315.0,4.0,610.6172925572547,ok,1,584.0,1199.0,3.0,586.3459198803836,ok,1,584.0,1199.0,3.0,586.3459198803836,ok,1,584.0,1199.0,3.0,586.3459198803836,ok,1,584.0,1199.0,3.0,586.3459198803836,ok,1,584.0,1199.0,3.0,586.3459198803836,ok
1146,Normal,1.0,Hyderabad-Bangalore,mahindra_xuv400,Mahindra XUV400,39.4,5.3,71.4,peak,9,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1147,Normal,1.0,Hyderabad-Bangalore,citroen_ec3,Citroën eC3,29.2,6.5,81.4,peak,6,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1148,Normal,1.0,Hyderabad-Bangalore,tata_punch,Tata Punch EV,35.0,6.0,77.6,peak,5,566.7,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap,0,,,,,route_gap
1149,Normal,1.0,Hyderabad-Bangalore,bmw_ix1,BMW iX1,66.5,5.0,70.0,peak,4,566.7,1,626.0,1261.0,5.0,619.1462988279555,ok,1,594.0,1194.0,4.0,600.9065270694803,ok,1,588.0,1289.0,4.0,610.6172925572547,ok,1,552.0,1169.0,3.0,586.3459198803836,ok,1,552.0,1169.0,3.0,586.3459198803836,ok,1,552.0,1169.0,3.0,586.3459198803836,ok,1,552.0,1169.0,3.0,586.3459198803836,ok,1,552.0,1169.0,3.0,586.3459198803836,ok
1150,Normal,1.0,Hyderabad-Bangalore,mercedes_eqa,Mercedes EQA,66.5,4.8,85.9,peak,8,566.7,1,802.0,1142.0,4.0,604.5856916388587,ok,1,698.0,1086.0,3.0,586.3459198803836,ok,1,698.0,1107.0,3.0,586.3459198803836,ok,1,696.0,1065.0,3.0,586.3459198803836,ok,1,696.0,1065.0,3.0,586.3459198803836,ok,1,696.0,1065.0,3.0,586.3459198803836,ok,1,696.0,1065.0,3.0,586.3459198803836,ok,1,696.0,1065.0,3.0,586.3459198803836,ok
